j_Am2,CFD_iModel_Wgde_1_2_P_5_vin_0_025_dpore_500_dpored_0_Wsep_0_1_Ls_2000_datan_ANN_valid_inputs,ANN_iModel_Wgde_1_2_P_5_vin_0_025_dpore_500_dpored_0_Wsep_0_1_Ls_2000_datan_ANN_valid_inputs,CFD_iModel_Wgde_1_2_P_5_vin_0_025_dpore_500_dpored_0_Wsep_0_3_Ls_2000_datan_ANN_valid_inputs,ANN_iModel_Wgde_1_2_P_5_vin_0_025_dpore_500_dpored_0_Wsep_0_3_Ls_2000_datan_ANN_valid_inputs,CFD_iModel_Wgde_1_2_P_5_vin_0_025_dpore_500_dpored_0_Wsep_0_485_Ls_2000_datan_ANN_valid_inputs,ANN_iModel_Wgde_1_2_P_5_vin_0_025_dpore_500_dpored_0_Wsep_0_485_Ls_2000_datan_ANN_valid_inputs
142.34760178190052,,,,,59.26609312005469,59.2524284002351
144.2217401281105,,,58.94104596350551,58.97879208784858,,
146.38211622420582,58.678418503473864,58.73518709332504,,,,
219.28791497034828,,,,,53.19919643115177,53.18202670381325
224.92862354035967,,,52.861811343917,52.90474144239581,,
231.69361752876148,52.572537264712764,52.629579232843895,,,,
342.6101684097347,,,,,50.33075471362826,50.34628220170639
358.06050820667093,,,49.99217713374307,49.98424177226125,,
377.7263405943315,49.69128606332414,49.68842987899845,,,,
528.1908089177882,,,,,49.24972037852059,49.25233929951001
566.1525397949803,,,48.916210042999076,48.929175495560436,,
618.5630313054664,48.61084963840532,48.62795879590623,,,,
789.5604384767468,,,,,49.15515002167234,49.121221930733434
872.7138913027424,,,48.82722673026744,48.804778898936775,,
999.6747311651663,48.514744076229135,48.50153558233756,,,,
1134.5238175894478,,,,,49.602657049420245,49.606399368378874
1297.0884239408674,,,49.27254490346289,49.280731223724196,,
1563.918408624271,,,,,50.342736924211714,50.33765053451309
1575.1646221543515,48.93182816418838,48.9379406880283,,,,
1850.0914764211093,,,49.99167099836912,49.9925218228982,,
2073.0643864257163,,,,,51.233055722481616,51.213724697050495
2401.3245748108475,49.570198709463966,49.594499299187156,,,,
2533.1852315460083,,,50.83404159948566,50.81305243844649,,
2654.351026780845,,,,,52.19533242288169,52.18173842919408
3299.2922877979304,,,,,53.194262775853595,53.18041920786895
3340.6020093299603,,,51.727436725588255,51.693528484201934,,
3529.1292183474147,50.26358304455636,50.260484794730026,,,,
3999.629436397636,,,,,54.22149051736537,54.19106236753034
4261.947646745685,,,52.65837255001189,52.604188660079004,,
4747.860582310452,,,,,55.27946843829003,55.230598912992605
4994.790709437165,50.99302868329516,50.99881131680182,,,,
5284.497213174851,,,53.63758694110731,53.582061008327685,,
5537.506424268426,,,,,56.37056822811995,56.32901491188678
6363.200888990126,,,,,57.49416442400899,57.46610428113635
6395.34169728007,,,54.6715081316133,54.647872360595265,,
6810.1167956935915,51.8149370865025,51.83165518808589,,,,
7220.629862240621,,,,,58.647107378721635,58.628987024395734
7582.920853522155,,,55.75708328412664,55.76744247201533,,
8106.403204458025,,,,,59.8254788530646,59.815853132387545
8837.653546335521,,,56.886688820923254,56.891907026555145,,
8964.636204849732,52.75093843581238,52.746444262175224,,,,
9017.894024570698,,,,,61.025377764771896,61.016672631571
9953.09042436461,,,,,62.24328963999883,62.233912772297145
10151.930717665766,,,58.05221445143647,58.04099215810987,,
10910.471468336382,,,,,63.47618916999067,63.4678183509027
11436.938254832325,53.78596326113463,53.7521647900478,,,,
11519.825600200636,,,59.246264136396256,59.209080903462976,,
11888.903602665077,,,,,64.72153012669067,64.71847393339486
12887.554459935001,,,,,65.97719637788052,65.97141428169618
12936.78467339795,,,60.462805340800756,60.42267506238653,,
13905.848902953117,,,,,67.24143822285704,67.21536392817706
14203.119576490448,54.89570189833178,54.831787848354566,,,,
14399.318463537591,,,61.69704043342486,61.64790001453144,,
14943.393372885046,,,,,68.5128142291557,68.45320998599631
15904.794564684957,,,62.94521520387378,62.83858049453322,,
