j_Am2,CFD_iModel_Wgde_1_2_P_5_vin_0_025_dpore_500_dpored_0_Wsep_0_1_Ls_2000_datan_ANN_valid_inputs,ANN_iModel_Wgde_1_2_P_5_vin_0_025_dpore_500_dpored_0_Wsep_0_1_Ls_2000_datan_ANN_valid_inputs,CFD_iModel_Wgde_1_2_P_5_vin_0_025_dpore_500_dpored_0_Wsep_0_3_Ls_2000_datan_ANN_valid_inputs,ANN_iModel_Wgde_1_2_P_5_vin_0_025_dpore_500_dpored_0_Wsep_0_3_Ls_2000_datan_ANN_valid_inputs,CFD_iModel_Wgde_1_2_P_5_vin_0_025_dpore_500_dpored_0_Wsep_0_485_Ls_2000_datan_ANN_valid_inputs,ANN_iModel_Wgde_1_2_P_5_vin_0_025_dpore_500_dpored_0_Wsep_0_485_Ls_2000_datan_ANN_valid_inputs
142.34760178190052,,,,,0.005113392150106054,0.005019517516851436
144.2217401281105,,,0.005214088137474336,0.0054221249802330574,,
146.38211622420582,0.005343420916851402,0.005123009361316875,,,,
219.28791497034828,,,,,0.009046990747638782,0.009073149661840002
224.92862354035967,,,0.00934668362045726,0.009345398867042703,,
231.69361752876148,0.009730638217540456,0.009307950023490308,,,,
342.6101684097347,,,,,0.015379961789729103,0.015545795687230279
358.06050820667093,,,0.01619143675970313,0.015862707065712307,,
377.7263405943315,0.017267947262395944,0.0168506308831637,,,,
528.1908089177882,,,,,0.024882764324564578,0.02431193501705542
566.1525397949803,,,0.026849954588285988,0.026175608895665742,,
618.5630313054664,0.029637073645161344,0.0298336741326349,,,,
789.5604384767468,,,,,0.03814801890806624,0.03755470133028735
872.7138913027424,,,0.042384231906541045,0.04208747998222713,,
999.6747311651663,0.048945599015001826,0.0489958629554335,,,,
1134.5238175894478,,,,,0.05540496207257448,0.05535037450894857
1297.0884239408674,,,0.0635089337756089,0.06343271609681529,,
1563.918408624271,,,,,0.07647201521709945,0.07622298634885359
1575.1646221543515,0.077417315094294,0.07760500849222429,,,,
1850.0914764211093,,,0.09036750395588572,0.09018470998726383,,
2073.0643864257163,,,,,0.1008734419252988,0.10071608500140182
2401.3245748108475,0.11689123384749531,0.11781543429666265,,,,
2533.1852315460083,,,0.12255902780517901,0.12289258177823431,,
2654.351026780845,,,,,0.12801575379860142,0.12841265794055337
3299.2922877979304,,,,,0.15731595708215346,0.15757556691305752
3340.6020093299603,,,0.15934584185119108,0.15952891068695593,,
3529.1292183474147,0.16841657678609873,0.1690881707380141,,,,
3999.629436397636,,,,,0.18826456958967436,0.18796515227825625
4261.947646745685,,,0.1998677028234518,0.20013313246217534,,
4747.860582310452,,,,,0.22045818729663205,0.2201974194367522
4994.790709437165,0.23203478195746946,0.23204604780428764,,,,
5284.497213174851,,,0.24333353097741067,0.24335333089357378,,
5537.506424268426,,,,,0.2536143781088821,0.25335394305930137
6363.200888990126,,,,,0.2875612533718775,0.2873066757448529
6395.34169728007,,,0.2891689042826104,0.28896351711210144,,
6810.1167956935915,0.307072999002913,0.30674614582622656,,,,
7220.629862240621,,,,,0.32221060348350206,0.3220567837203686
7582.920853522155,,,0.3370387517727433,0.3370478322333756,,
8106.403204458025,,,,,0.3575255649904179,0.35759079058540066
8837.653546335521,,,0.3867722104703696,0.3869207507717905,,
8964.636204849732,0.39299645294475194,0.39312715150115196,,,,
9017.894024570698,,,,,0.3934959626301715,0.3935237550553597
9953.09042436461,,,,,0.43012297290613527,0.43000052683826523
10151.930717665766,,,0.4382757485453886,0.43824169126089796,,
10910.471468336382,,,,,0.46741128581735414,0.46725962094460904
11436.938254832325,0.48959566763558493,0.4887914101795003,,,,
11519.825600200636,,,0.49148353185582816,0.49138566045931614,,
11888.903602665077,,,,,0.5053659412278676,0.5054796860675084
12887.554459935001,,,,,0.5439915131760495,0.5440656009076958
12936.78467339795,,,0.5463372276142335,0.546460383183446,,
13905.848902953117,,,,,0.5832931601910778,0.5831072513284153
14203.119576490448,0.5966055879682657,0.5956186205622094,,,,
14399.318463537591,,,0.6027826848513171,0.6023605354350109,,
14943.393372885046,,,,,0.6232760786651274,0.6231101751208287
15904.794564684957,,,0.6607727403807019,0.6597701309239253,,
