j_Am2,CFD_iModel_Wgde_1_2_P_5_vin_0_025_dpore_500_dpored_0_Wsep_0_1_Ls_2000_datan_ANN_valid_inputs,ANN_iModel_Wgde_1_2_P_5_vin_0_025_dpore_500_dpored_0_Wsep_0_1_Ls_2000_datan_ANN_valid_inputs,CFD_iModel_Wgde_1_2_P_5_vin_0_025_dpore_500_dpored_0_Wsep_0_3_Ls_2000_datan_ANN_valid_inputs,ANN_iModel_Wgde_1_2_P_5_vin_0_025_dpore_500_dpored_0_Wsep_0_3_Ls_2000_datan_ANN_valid_inputs,CFD_iModel_Wgde_1_2_P_5_vin_0_025_dpore_500_dpored_0_Wsep_0_485_Ls_2000_datan_ANN_valid_inputs,ANN_iModel_Wgde_1_2_P_5_vin_0_025_dpore_500_dpored_0_Wsep_0_485_Ls_2000_datan_ANN_valid_inputs
142.34760178190052,,,,,-0.3003202194501,-0.2925996736290586
144.2217401281105,,,-0.2787676576562603,-0.27344611215430004,,
146.38211622420582,-0.22871087381264488,-0.21859488476013422,,,,
219.28791497034828,,,,,-0.2919237679983553,-0.2958443596453909
224.92862354035967,,,-0.27094504803432073,-0.27339837818423707,,
231.69361752876148,-0.22289357406833687,-0.21438205591508852,,,,
342.6101684097347,,,,,-0.2771627136872894,-0.26930304834242347
358.06050820667093,,,-0.25667495116306327,-0.24983493224442943,,
377.7263405943315,-0.211492823068113,-0.21733299442334097,,,,
528.1908089177882,,,,,-0.2527650583790546,-0.2356787502508798
566.1525397949803,,,-0.23200844201676318,-0.2169841692574962,,
618.5630313054664,-0.19011516974558162,-0.19676699701389844,,,,
789.5604384767468,,,,,-0.21506963103166754,-0.20768094088701627
872.7138913027424,,,-0.19192424311466993,-0.18731811883732896,,
999.6747311651663,-0.15199198806521963,-0.16441560479070105,,,,
1134.5238175894478,,,,,-0.16063903083039577,-0.1605344658401956
1297.0884239408674,,,-0.1309602771318623,-0.12924668438583742,,
1563.918408624271,,,,,-0.0867926681305562,-0.08745620556967326
1575.1646221543515,-0.08774263374243674,-0.09386112519376488,,,,
1850.0914764211093,,,-0.04412242963121571,-0.039883796636136726,,
2073.0643864257163,,,,,0.008218437546076984,0.007921162407963145
2401.3245748108475,0.014108111522944,0.01352439612458678,,,,
2533.1852315460083,,,0.07246204203306661,0.07351253306629957,,
2654.351026780845,,,,,0.12538036001609498,0.12189397159500603
3299.2922877979304,,,,,0.26522976272713095,0.2562075717686305
3340.6020093299603,,,0.2214905067361883,0.21769115371960646,,
3529.1292183474147,0.1660973793774474,0.16815186042988506,,,,
3999.629436397636,,,,,0.4281146493401593,0.4134395973122371
4261.947646745685,,,0.4048305862921211,0.39811944081792094,,
4747.860582310452,,,,,0.6143131442830736,0.5996853090184835
4994.790709437165,0.3808680864119083,0.38940737930745195,,,,
5284.497213174851,,,0.623793293350559,0.6188107196903843,,
5537.506424268426,,,,,0.8240589564557013,0.8130414678246021
6363.200888990126,,,,,1.0575568348282331,1.0496085755608324
6395.34169728007,,,0.8792554154337608,0.8781640664179611,,
6810.1167956935915,0.6697442255251644,0.6768527793910679,,,,
7220.629862240621,,,,,1.3150057426305466,1.30940499144643
7582.920853522155,,,1.1718163312125967,1.173423150216502,,
8106.403204458025,,,,,1.5966240115197934,1.591669419856287
8837.653546335521,,,1.5019710277445597,1.5018683587403672,,
8964.636204849732,1.041557061924948,1.0349260959486397,,,,
9017.894024570698,,,,,1.90266269992361,1.8958810709375373
9953.09042436461,,,,,2.2334112940741875,2.2243011885284205
10151.930717665766,,,1.8702212703901182,1.8658251930951892,,
10910.471468336382,,,,,2.589199179920854,2.581816384820641
11436.938254832325,1.5031652395140327,1.4906900421099771,,,,
11519.825600200636,,,2.2771200967135314,2.273719922945034,,
11888.903602665077,,,,,2.9703984149842313,2.9674456655320065
12887.554459935001,,,,,3.377430999862156,3.3781854623924
12936.78467339795,,,2.7232901126726006,2.728852923937975,,
13905.848902953117,,,,,3.810735712806661,3.8236174519310033
14203.119576490448,2.060394542276242,2.0674057486711557,,,,
14399.318463537591,,,3.209437223772966,3.226588493212126,,
14943.393372885046,,,,,4.270772735652088,4.313895506343776
15904.794564684957,,,3.7363403711958085,3.7702319022073603,,
