j_Am2,CFD_iModel_Wgde_1_2_P_5_vin_0_025_dpore_500_dpored_0_Wsep_0_1_Ls_2000_datan_ANN_valid_inputs,ANN_iModel_Wgde_1_2_P_5_vin_0_025_dpore_500_dpored_0_Wsep_0_1_Ls_2000_datan_ANN_valid_inputs,CFD_iModel_Wgde_1_2_P_5_vin_0_025_dpore_500_dpored_0_Wsep_0_3_Ls_2000_datan_ANN_valid_inputs,ANN_iModel_Wgde_1_2_P_5_vin_0_025_dpore_500_dpored_0_Wsep_0_3_Ls_2000_datan_ANN_valid_inputs,CFD_iModel_Wgde_1_2_P_5_vin_0_025_dpore_500_dpored_0_Wsep_0_485_Ls_2000_datan_ANN_valid_inputs,ANN_iModel_Wgde_1_2_P_5_vin_0_025_dpore_500_dpored_0_Wsep_0_485_Ls_2000_datan_ANN_valid_inputs
142.34760178190052,,,,,98.23769108204156,98.02590166960059
144.2217401281105,,,97.2079770035645,96.97359058920958,,
146.38211622420582,92.45539560261983,92.67222726972358,,,,
219.28791497034828,,,,,98.2081810527386,98.29972111249486
224.92862354035967,,,97.15746434922059,97.12819342434528,,
231.69361752876148,92.3106360521508,92.49445922388216,,,,
342.6101684097347,,,,,98.17582720254492,98.2397158133418
358.06050820667093,,,97.09975280419889,97.05766238563584,,
377.7263405943315,92.13597207530796,92.22045201295299,,,,
528.1908089177882,,,,,98.14191071280861,98.1320496221301
566.1525397949803,,,97.03621211813885,96.97663779617594,,
618.5630313054664,91.92876137554046,92.0153985892401,,,,
789.5604384767468,,,,,98.10365660394473,98.0961108202502
872.7138913027424,,,96.96089940710885,96.90986211816448,,
999.6747311651663,91.66080527017041,91.7433173418689,,,,
1134.5238175894478,,,,,98.05541224815934,98.07680290146149
1297.0884239408674,,,96.86085355349067,96.8386121961214,,
1563.918408624271,,,,,97.99050905931618,98.01085876760459
1575.1646221543515,91.2677086531778,91.23683720933042,,,,
1850.0914764211093,,,96.71854263966003,96.67443855600678,,
2073.0643864257163,,,,,97.90339261409446,97.90413678136838
2401.3245748108475,90.64906516827557,90.55408044562776,,,,
2533.1852315460083,,,96.5199423344126,96.4545353631338,,
2654.351026780845,,,,,97.79256957279001,97.775177694999
3299.2922877979304,,,,,97.66308234866723,97.63717355414843
3340.6020093299603,,,96.26930500705632,96.20625237298592,,
3529.1292183474147,89.75441656333145,89.62109326901526,,,,
3999.629436397636,,,,,97.52526812747084,97.4905052596875
4261.947646745685,,,95.9951886000555,95.92029238543509,,
4747.860582310452,,,,,97.39010267403144,97.33156766534606
4994.790709437165,88.73831984325781,88.72383566704374,,,,
5284.497213174851,,,95.73227460781288,95.65801262948565,,
5537.506424268426,,,,,97.26497371171534,97.19153026491759
6363.200888990126,,,,,97.15273345498954,97.07476000641373
6395.34169728007,,,95.50068044071223,95.48701496250266,,
6810.1167956935915,87.83758123715637,87.89803721435419,,,,
7220.629862240621,,,,,97.05334873995945,96.9874103165782
7582.920853522155,,,95.30420079376331,95.36848504927173,,
8106.403204458025,,,,,96.96538979516941,96.92916467215221
8837.653546335521,,,95.13874865832292,95.24868367820449,,
8964.636204849732,87.1343912953626,87.18385881121125,,,,
9017.894024570698,,,,,96.88703913375613,96.89317222226236
9953.09042436461,,,,,96.81653330569421,96.86920229140713
10151.930717665766,,,94.99827539556516,95.12910226397813,,
10910.471468336382,,,,,96.75231675001771,96.84481390607411
11436.938254832325,86.60041647796632,86.7293904243401,,,,
11519.825600200636,,,94.8772244476878,94.99228374414793,,
11888.903602665077,,,,,96.69307118441816,96.81025385805049
12887.554459935001,,,,,96.63769958778929,96.77163802047303
12936.78467339795,,,94.77100102413625,94.8533139391179,,
13905.848902953117,,,,,96.58529339210006,96.72575824234545
14203.119576490448,86.18936099905119,86.21607017053026,,,,
14399.318463537591,,,94.67596165000266,94.72767566456574,,
14943.393372885046,,,,,96.53509983205619,96.67929906571018
15904.794564684957,,,94.58928294319365,94.59916185667913,,
